File,Class
1_161.mat,0.237895
1_162.mat,0.108576
1_163.mat,0.800029
1_164.mat,0.044813
1_165.mat,0.959956
1_166.mat,0.801644
1_167.mat,0.960596
1_168.mat,0.765749
1_169.mat,0.608232
1_170.mat,0.562556
1_171.mat,0.495888
1_172.mat,0.253041
1_173.mat,0.195961
1_174.mat,0.492735
1_175.mat,0.710884
1_176.mat,0.987619
1_177.mat,0.334620
1_178.mat,0.220165
1_179.mat,0.345280
1_180.mat,0.631601
1_181.mat,0.378188
1_182.mat,0.887363
1_183.mat,0.426527
1_184.mat,0.890774
1_185.mat,0.224230
1_186.mat,0.796930
1_187.mat,0.858281
1_188.mat,0.427096
1_189.mat,0.588860
1_190.mat,0.250583
1_191.mat,0.593771
1_192.mat,0.520579
1_193.mat,0.914054
1_194.mat,0.663293
1_195.mat,0.499653
1_196.mat,0.634803
1_197.mat,0.086360
1_198.mat,0.040807
1_199.mat,0.751564
1_200.mat,0.923257
1_201.mat,0.054361
1_202.mat,0.067943
1_203.mat,0.573534
1_204.mat,0.439199
1_205.mat,0.027369
1_206.mat,0.049699
1_207.mat,0.238553
1_208.mat,0.127301
1_209.mat,0.630329
1_210.mat,0.109997
1_211.mat,0.435432
1_212.mat,0.901879
1_213.mat,0.565834
1_214.mat,0.730644
1_215.mat,0.980960
1_216.mat,0.588209
1_217.mat,0.503161
1_218.mat,0.531594
1_219.mat,0.606287
1_220.mat,0.600624
1_221.mat,0.722586
1_222.mat,0.435215
1_223.mat,0.646525
1_224.mat,0.176695
1_225.mat,0.876476
1_226.mat,0.251690
1_227.mat,0.356484
1_228.mat,0.303346
1_229.mat,0.967760
1_230.mat,0.097864
1_231.mat,0.693790
1_232.mat,0.096024
1_233.mat,0.199386
1_234.mat,0.607055
1_235.mat,0.709711
1_236.mat,0.890528
1_237.mat,0.602642
1_238.mat,0.862453
1_239.mat,0.675957
1_240.mat,0.536648
1_241.mat,0.004447
1_242.mat,0.198611
1_243.mat,0.438725
1_244.mat,0.558291
1_245.mat,0.385129
1_246.mat,0.646859
1_247.mat,0.585674
1_248.mat,0.766331
1_249.mat,0.174635
1_250.mat,0.382675
1_251.mat,0.977198
1_252.mat,0.936084
1_253.mat,0.892737
1_254.mat,0.443530
1_255.mat,0.751527
1_256.mat,0.909403
1_257.mat,0.373318
1_258.mat,0.116291
1_259.mat,0.525121
1_260.mat,0.849403
1_261.mat,0.186232
1_262.mat,0.208745
1_263.mat,0.530431
1_264.mat,0.084285
1_265.mat,0.240770
1_266.mat,0.634553
1_267.mat,0.111076
1_268.mat,0.607345
1_269.mat,0.889758
1_270.mat,0.313508
1_271.mat,0.762140
1_272.mat,0.954526
1_273.mat,0.645884
1_274.mat,0.485320
1_275.mat,0.438182
1_276.mat,0.186382
1_277.mat,0.443134
1_278.mat,0.488120
1_279.mat,0.861131
1_280.mat,0.620333
1_281.mat,0.089774
1_282.mat,0.111761
1_283.mat,0.575589
1_284.mat,0.461657
1_285.mat,0.545449
1_286.mat,0.038012
1_287.mat,0.579286
1_288.mat,0.628978
1_289.mat,0.481927
1_290.mat,0.754379
1_291.mat,0.793496
1_292.mat,0.291369
1_293.mat,0.507608
1_294.mat,0.237992
1_295.mat,0.192685
1_296.mat,0.808697
1_297.mat,0.066673
1_298.mat,0.195862
1_299.mat,0.974782
1_300.mat,0.950022
1_301.mat,0.100039
1_302.mat,0.878734
1_303.mat,0.891451
1_304.mat,0.214037
1_305.mat,0.166952
1_306.mat,0.646125
1_307.mat,0.180344
1_308.mat,0.116550
1_309.mat,0.365334
1_310.mat,0.089810
1_311.mat,0.683768
1_312.mat,0.546894
1_313.mat,0.985959
1_314.mat,0.212750
1_315.mat,0.918991
1_316.mat,0.665162
1_317.mat,0.743478
1_318.mat,0.378457
1_319.mat,0.474768
1_320.mat,0.883784
1_321.mat,0.445103
1_322.mat,0.668228
1_323.mat,0.728216
1_324.mat,0.285643
1_325.mat,0.593687
1_326.mat,0.370530
1_327.mat,0.795638
1_328.mat,0.073534
1_329.mat,0.992738
1_330.mat,0.007370
1_331.mat,0.888948
1_332.mat,0.864125
1_333.mat,0.697594
1_334.mat,0.884992
1_335.mat,0.465645
1_336.mat,0.371558
1_337.mat,0.083022
1_338.mat,0.997219
1_339.mat,0.869830
1_340.mat,0.679977
1_341.mat,0.654880
1_342.mat,0.411813
1_343.mat,0.476368
1_344.mat,0.388271
1_345.mat,0.452057
1_346.mat,0.026760
1_347.mat,0.425286
1_348.mat,0.105805
1_349.mat,0.043111
1_350.mat,0.611287
1_351.mat,0.738832
1_352.mat,0.256919
1_353.mat,0.726259
1_354.mat,0.713253
1_355.mat,0.503765
1_356.mat,0.892770
1_357.mat,0.779385
1_358.mat,0.494860
1_359.mat,0.761507
1_360.mat,0.978112
1_361.mat,0.117071
1_362.mat,0.869323
1_363.mat,0.567855
1_364.mat,0.120151
1_365.mat,0.970329
1_366.mat,0.839967
1_367.mat,0.062317
1_368.mat,0.278073
1_369.mat,0.409630
1_370.mat,0.919103
1_371.mat,0.415152
1_372.mat,0.711500
1_373.mat,0.970875
1_374.mat,0.435472
1_375.mat,0.635382
1_376.mat,0.901555
1_377.mat,0.871584
1_378.mat,0.142716
1_379.mat,0.200598
1_380.mat,0.775029
1_381.mat,0.246811
1_382.mat,0.369452
1_383.mat,0.341097
1_384.mat,0.456390
1_385.mat,0.170824
1_386.mat,0.745606
1_387.mat,0.097978
1_388.mat,0.890269
1_389.mat,0.082094
1_390.mat,0.848678
1_391.mat,0.450877
1_392.mat,0.605325
1_393.mat,0.354470
1_394.mat,0.759095
1_395.mat,0.589441
1_396.mat,0.611570
1_397.mat,0.843171
1_398.mat,0.456988
1_399.mat,0.882790
1_400.mat,0.562165
1_401.mat,0.721661
1_402.mat,0.546770
1_403.mat,0.784441
1_404.mat,0.446353
1_405.mat,0.911908
1_406.mat,0.086587
1_407.mat,0.998937
1_408.mat,0.727581
1_409.mat,0.558407
1_410.mat,0.837637
1_411.mat,0.725247
1_412.mat,0.417380
1_413.mat,0.273171
1_414.mat,0.314708
1_415.mat,0.581696
1_416.mat,0.689358
1_417.mat,0.863868
1_418.mat,0.210859
1_419.mat,0.506752
1_420.mat,0.239700
1_421.mat,0.757523
1_422.mat,0.791912
1_423.mat,0.385880
1_424.mat,0.318054
1_425.mat,0.480925
1_426.mat,0.278506
1_427.mat,0.158036
1_428.mat,0.395408
1_429.mat,0.285456
1_430.mat,0.642520
1_431.mat,0.956924
1_432.mat,0.186336
1_433.mat,0.909517
1_434.mat,0.568740
1_435.mat,0.193516
1_436.mat,0.704238
1_437.mat,0.651579
1_438.mat,0.331897
1_439.mat,0.521569
1_440.mat,0.022273
1_441.mat,0.798524
1_442.mat,0.107812
1_443.mat,0.688807
1_444.mat,0.775026
1_445.mat,0.791494
1_446.mat,0.709469
1_447.mat,0.946538
1_448.mat,0.298020
1_449.mat,0.995821
1_450.mat,0.656088
1_451.mat,0.945349
1_452.mat,0.224637
1_453.mat,0.981518
1_454.mat,0.170622
1_455.mat,0.941060
1_456.mat,0.956960
1_457.mat,0.175015
1_458.mat,0.054310
1_459.mat,0.268208
1_460.mat,0.775186
1_461.mat,0.603759
1_462.mat,0.316096
1_463.mat,0.433353
1_464.mat,0.842779
1_465.mat,0.626133
1_466.mat,0.272548
1_467.mat,0.514534
1_468.mat,0.888401
1_469.mat,0.174296
1_470.mat,0.181192
1_471.mat,0.097264
1_472.mat,0.031315
1_473.mat,0.010176
1_474.mat,0.967447
1_475.mat,0.888038
1_476.mat,0.049685
1_477.mat,0.670207
1_478.mat,0.976621
1_479.mat,0.220266
1_480.mat,0.358865
1_481.mat,0.733183
1_482.mat,0.602144
1_483.mat,0.451371
1_484.mat,0.912804
1_485.mat,0.003177
1_486.mat,0.510080
1_487.mat,0.144461
1_488.mat,0.504650
1_489.mat,0.568215
1_490.mat,0.206934
1_491.mat,0.340187
1_492.mat,0.327474
1_493.mat,0.614965
1_494.mat,0.591190
1_495.mat,0.687924
1_496.mat,0.166438
1_497.mat,0.652227
1_498.mat,0.768638
1_499.mat,0.395766
1_500.mat,0.237673
1_501.mat,0.948883
1_502.mat,0.135752
1_503.mat,0.511515
1_504.mat,0.041431
1_505.mat,0.312410
1_506.mat,0.321770
1_507.mat,0.948322
1_508.mat,0.207341
1_509.mat,0.489343
1_510.mat,0.820848
1_511.mat,0.017480
1_512.mat,0.788515
1_513.mat,0.540790
1_514.mat,0.045476
1_515.mat,0.513850
1_516.mat,0.445624
1_517.mat,0.491365
1_518.mat,0.659889
1_519.mat,0.505370
1_520.mat,0.943850
1_521.mat,0.799325
1_522.mat,0.437726
1_523.mat,0.090313
1_524.mat,0.933568
1_525.mat,0.378376
1_526.mat,0.758922
1_527.mat,0.803793
1_528.mat,0.804236
1_529.mat,0.595794
1_530.mat,0.748348
1_531.mat,0.476472
1_532.mat,0.515591
1_533.mat,0.480095
1_534.mat,0.424017
1_535.mat,0.176018
1_536.mat,0.280557
1_537.mat,0.877671
1_538.mat,0.873855
1_539.mat,0.489587
1_540.mat,0.717687
1_541.mat,0.140023
1_542.mat,0.583054
1_543.mat,0.195000
1_544.mat,0.063338
1_545.mat,0.063902
1_546.mat,0.939866
1_547.mat,0.520184
1_548.mat,0.150116
1_549.mat,0.646592
1_550.mat,0.312334
1_551.mat,0.672144
1_552.mat,0.397056
1_553.mat,0.219516
1_554.mat,0.240821
1_555.mat,0.386376
1_556.mat,0.033501
1_557.mat,0.346723
1_558.mat,0.552042
1_559.mat,0.558440
1_560.mat,0.581940
1_561.mat,0.475858
1_562.mat,0.661935
1_563.mat,0.786098
1_564.mat,0.190028
1_565.mat,0.961509
1_566.mat,0.535061
1_567.mat,0.914518
1_568.mat,0.645664
1_569.mat,0.153469
1_570.mat,0.015051
1_571.mat,0.196363
1_572.mat,0.527712
1_573.mat,0.147672
1_574.mat,0.073134
1_575.mat,0.554839
1_576.mat,0.981283
1_577.mat,0.162861
1_578.mat,0.156598
1_579.mat,0.163671
1_580.mat,0.718401
1_581.mat,0.446265
1_582.mat,0.510119
1_583.mat,0.605144
1_584.mat,0.883071
1_585.mat,0.121916
1_586.mat,0.290255
1_587.mat,0.062342
1_588.mat,0.143533
1_589.mat,0.067965
1_590.mat,0.768677
1_591.mat,0.897677
1_592.mat,0.518272
1_593.mat,0.844632
1_594.mat,0.228757
1_595.mat,0.428373
1_596.mat,0.368291
1_597.mat,0.696048
1_598.mat,0.944381
1_599.mat,0.217886
1_600.mat,0.760075
1_601.mat,0.880870
1_602.mat,0.237478
1_603.mat,0.939694
1_604.mat,0.027152
1_605.mat,0.561514
1_606.mat,0.890452
1_607.mat,0.166991
1_608.mat,0.425243
1_609.mat,0.326896
1_610.mat,0.826987
1_611.mat,0.391682
1_612.mat,0.621351
1_613.mat,0.965152
1_614.mat,0.828471
1_615.mat,0.813402
1_616.mat,0.955095
1_617.mat,0.183120
1_618.mat,0.670428
1_619.mat,0.735596
1_620.mat,0.681018
1_621.mat,0.330059
1_622.mat,0.034692
1_623.mat,0.120189
1_624.mat,0.283713
1_625.mat,0.838236
1_626.mat,0.901353
1_627.mat,0.449947
1_628.mat,0.988536
1_629.mat,0.033789
1_630.mat,0.528557
1_631.mat,0.975459
1_632.mat,0.877222
1_633.mat,0.161335
1_634.mat,0.353375
1_635.mat,0.058007
1_636.mat,0.444116
1_637.mat,0.441094
1_638.mat,0.326701
1_639.mat,0.914398
1_640.mat,0.710237
1_641.mat,0.664641
1_642.mat,0.831781
1_643.mat,0.258035
1_644.mat,0.769241
1_645.mat,0.410567
1_646.mat,0.055657
1_647.mat,0.870649
1_648.mat,0.972300
1_649.mat,0.116976
1_650.mat,0.755566
1_651.mat,0.109987
1_652.mat,0.033864
1_653.mat,0.441098
1_654.mat,0.129784
1_655.mat,0.971602
1_656.mat,0.940153
1_657.mat,0.933120
1_658.mat,0.983758
1_659.mat,0.693036
1_660.mat,0.371312
1_661.mat,0.064106
1_662.mat,0.443452
1_663.mat,0.542987
1_664.mat,0.540162
1_665.mat,0.786284
1_666.mat,0.601409
1_667.mat,0.947014
1_668.mat,0.631218
1_669.mat,0.878837
1_670.mat,0.813548
1_671.mat,0.977604
1_672.mat,0.231243
1_673.mat,0.912736
1_674.mat,0.676368
1_675.mat,0.725066
1_676.mat,0.685790
1_677.mat,0.796719
1_678.mat,0.529627
1_679.mat,0.754639
1_680.mat,0.907040
1_681.mat,0.123610
1_682.mat,0.852225
1_683.mat,0.175046
1_684.mat,0.764166
1_685.mat,0.459332
1_686.mat,0.606064
1_687.mat,0.364040
1_688.mat,0.401945
1_689.mat,0.730075
1_690.mat,0.878799
1_691.mat,0.609732
1_692.mat,0.967766
1_693.mat,0.634138
1_694.mat,0.777265
1_695.mat,0.898504
1_696.mat,0.226566
1_697.mat,0.101267
1_698.mat,0.828259
1_699.mat,0.424470
1_700.mat,0.296532
1_701.mat,0.312200
1_702.mat,0.549696
1_703.mat,0.552582
1_704.mat,0.640400
1_705.mat,0.596649
1_706.mat,0.161175
1_707.mat,0.417908
1_708.mat,0.369055
1_709.mat,0.080265
1_710.mat,0.994340
1_711.mat,0.909304
1_712.mat,0.790787
1_713.mat,0.135146
1_714.mat,0.550339
1_715.mat,0.053838
1_716.mat,0.676553
1_717.mat,0.822281
1_718.mat,0.911402
1_719.mat,0.147205
1_720.mat,0.779872
1_721.mat,0.487228
1_722.mat,0.549174
1_723.mat,0.878217
1_724.mat,0.988291
1_725.mat,0.019152
1_726.mat,0.351324
1_727.mat,0.534647
1_728.mat,0.747818
1_729.mat,0.970013
1_730.mat,0.273268
1_731.mat,0.951138
1_732.mat,0.907671
1_733.mat,0.457425
1_734.mat,0.733171
1_735.mat,0.558240
1_736.mat,0.993894
1_737.mat,0.389300
1_738.mat,0.881683
1_739.mat,0.893270
1_740.mat,0.727551
1_741.mat,0.912650
1_742.mat,0.904127
1_743.mat,0.081452
1_744.mat,0.033342
1_745.mat,0.572409
1_746.mat,0.009290
1_747.mat,0.198328
1_748.mat,0.020680
1_749.mat,0.792271
1_750.mat,0.952083
1_751.mat,0.770226
1_752.mat,0.816574
1_753.mat,0.426050
1_754.mat,0.300218
1_755.mat,0.680290
1_756.mat,0.858516
1_757.mat,0.871793
1_758.mat,0.897062
1_759.mat,0.843587
1_760.mat,0.488541
1_761.mat,0.065334
1_762.mat,0.456981
1_763.mat,0.595555
1_764.mat,0.110083
1_765.mat,0.343784
1_766.mat,0.264065
1_767.mat,0.580180
1_768.mat,0.435391
1_769.mat,0.415100
1_770.mat,0.259696
1_771.mat,0.244178
1_772.mat,0.709095
1_773.mat,0.658851
1_774.mat,0.119181
1_775.mat,0.129219
1_776.mat,0.077969
1_777.mat,0.735240
1_778.mat,0.556150
1_779.mat,0.834371
1_780.mat,0.256561
1_781.mat,0.054124
1_782.mat,0.656554
1_783.mat,0.277437
1_784.mat,0.709130
1_785.mat,0.130296
1_786.mat,0.523997
1_787.mat,0.045890
1_788.mat,0.101306
1_789.mat,0.468935
1_790.mat,0.601346
1_791.mat,0.204917
1_792.mat,0.618787
1_793.mat,0.699150
1_794.mat,0.314829
1_795.mat,0.804789
1_796.mat,0.178022
1_797.mat,0.241306
1_798.mat,0.594730
1_799.mat,0.868233
1_800.mat,0.002288
1_801.mat,0.944532
1_802.mat,0.792477
1_803.mat,0.399328
1_804.mat,0.873449
1_805.mat,0.674396
1_806.mat,0.242366
1_807.mat,0.168445
1_808.mat,0.861125
1_809.mat,0.326641
1_810.mat,0.400173
1_811.mat,0.763506
1_812.mat,0.164068
1_813.mat,0.688290
1_814.mat,0.643317
1_815.mat,0.821354
1_816.mat,0.378547
1_817.mat,0.111901
1_818.mat,0.859483
1_819.mat,0.713183
1_820.mat,0.741138
1_821.mat,0.753671
1_822.mat,0.555088
1_823.mat,0.800912
1_824.mat,0.670346
1_825.mat,0.535107
1_826.mat,0.685926
1_827.mat,0.955184
1_828.mat,0.627752
1_829.mat,0.819132
1_830.mat,0.751475
1_831.mat,0.221580
1_832.mat,0.416450
1_833.mat,0.790874
1_834.mat,0.399962
1_835.mat,0.045109
1_836.mat,0.201045
1_837.mat,0.042863
1_838.mat,0.639163
1_839.mat,0.251759
1_840.mat,0.171836
1_841.mat,0.884456
1_842.mat,0.341014
1_843.mat,0.205124
1_844.mat,0.795387
1_845.mat,0.024470
1_846.mat,0.039780
1_847.mat,0.529819
1_848.mat,0.933367
1_849.mat,0.602215
1_850.mat,0.643866
1_851.mat,0.921931
1_852.mat,0.219257
1_853.mat,0.884904
1_854.mat,0.048822
1_855.mat,0.812040
1_856.mat,0.032592
1_857.mat,0.415042
1_858.mat,0.594667
1_859.mat,0.196795
1_860.mat,0.210988
1_861.mat,0.174414
1_862.mat,0.613842
1_863.mat,0.941056
1_864.mat,0.661565
1_865.mat,0.214898
1_866.mat,0.913590
1_867.mat,0.380197
1_868.mat,0.034982
1_869.mat,0.227345
1_870.mat,0.868988
1_871.mat,0.582469
1_872.mat,0.560786
1_873.mat,0.001089
1_874.mat,0.126862
1_875.mat,0.214641
1_876.mat,0.826820
1_877.mat,0.387614
1_878.mat,0.318075
1_879.mat,0.261779
1_880.mat,0.428178
1_881.mat,0.192406
1_882.mat,0.567478
1_883.mat,0.657666
1_884.mat,0.685579
1_885.mat,0.353740
1_886.mat,0.956791
1_887.mat,0.243739
1_888.mat,0.748272
1_889.mat,0.390228
1_890.mat,0.371984
1_891.mat,0.707606
1_892.mat,0.345655
1_893.mat,0.877158
1_894.mat,0.750528
1_895.mat,0.434425
1_896.mat,0.400661
1_897.mat,0.372938
1_898.mat,0.443250
1_899.mat,0.380307
1_900.mat,0.606527
1_901.mat,0.304784
1_902.mat,0.406644
1_903.mat,0.101012
1_904.mat,0.476880
1_905.mat,0.292410
1_906.mat,0.016283
1_907.mat,0.884416
1_908.mat,0.210311
1_909.mat,0.683644
1_910.mat,0.974316
1_911.mat,0.502662
1_912.mat,0.891408
1_913.mat,0.726491
1_914.mat,0.497180
1_915.mat,0.607214
1_916.mat,0.349289
1_917.mat,0.526215
1_918.mat,0.796915
1_919.mat,0.273676
1_920.mat,0.348152
1_921.mat,0.875973
1_922.mat,0.093319
1_923.mat,0.206680
1_924.mat,0.302759
1_925.mat,0.351522
1_926.mat,0.726748
1_927.mat,0.886325
1_928.mat,0.051926
1_929.mat,0.078559
1_930.mat,0.193340
1_931.mat,0.026289
1_932.mat,0.468766
1_933.mat,0.243383
1_934.mat,0.919917
1_935.mat,0.715834
1_936.mat,0.488646
1_937.mat,0.078074
1_938.mat,0.530066
1_939.mat,0.666050
1_940.mat,0.419551
1_941.mat,0.110798
1_942.mat,0.816614
1_943.mat,0.249305
1_944.mat,0.509178
1_945.mat,0.804133
1_946.mat,0.509830
1_947.mat,0.302700
1_948.mat,0.861927
1_949.mat,0.057394
1_950.mat,0.900880
1_951.mat,0.464043
1_952.mat,0.469364
1_953.mat,0.153814
1_954.mat,0.961795
1_955.mat,0.876255
1_956.mat,0.488629
1_957.mat,0.407077
1_958.mat,0.126576
1_959.mat,0.925425
1_960.mat,0.186388
1_961.mat,0.324061
1_962.mat,0.050187
1_963.mat,0.144537
1_964.mat,0.729369
1_965.mat,0.482280
1_966.mat,0.338065
1_967.mat,0.236767
1_968.mat,0.450863
1_969.mat,0.185451
1_970.mat,0.263971
1_971.mat,0.830077
1_972.mat,0.696360
1_973.mat,0.333537
1_974.mat,0.580232
1_975.mat,0.287838
1_976.mat,0.263971
1_977.mat,0.259901
1_978.mat,0.677080
1_979.mat,0.519827
1_980.mat,0.055845
1_981.mat,0.258728
1_982.mat,0.439927
1_983.mat,0.284289
1_984.mat,0.678768
1_985.mat,0.949580
1_986.mat,0.773955
1_987.mat,0.636139
1_988.mat,0.753581
1_989.mat,0.746817
1_990.mat,0.773056
1_991.mat,0.392488
1_992.mat,0.605290
1_993.mat,0.247433
1_994.mat,0.290202
1_995.mat,0.019333
1_996.mat,0.347310
1_997.mat,0.141796
1_998.mat,0.411535
1_999.mat,0.153068
1_1000.mat,0.587949
1_1001.mat,0.622211
1_1002.mat,0.747018
1_1003.mat,0.309928
1_1004.mat,0.916504
1_1005.mat,0.782266
1_1006.mat,0.101047
1_1007.mat,0.281105
1_1008.mat,0.907505
1_1009.mat,0.111087
1_1010.mat,0.102280
1_1011.mat,0.767944
1_1012.mat,0.662055
1_1013.mat,0.773098
1_1014.mat,0.931981
1_1015.mat,0.176884
1_1016.mat,0.020422
1_1017.mat,0.833639
1_1018.mat,0.473194
1_1019.mat,0.108646
1_1020.mat,0.115130
1_1021.mat,0.167973
1_1022.mat,0.972510
1_1023.mat,0.286004
1_1024.mat,0.599024
1_1025.mat,0.852209
1_1026.mat,0.244785
1_1027.mat,0.727168
1_1028.mat,0.400791
1_1029.mat,0.310601
1_1030.mat,0.391825
1_1031.mat,0.119336
1_1032.mat,0.978538
1_1033.mat,0.518252
1_1034.mat,0.507769
1_1035.mat,0.325022
1_1036.mat,0.197272
1_1037.mat,0.862893
1_1038.mat,0.267868
1_1039.mat,0.538681
1_1040.mat,0.963257
1_1041.mat,0.269576
1_1042.mat,0.265718
1_1043.mat,0.309990
1_1044.mat,0.557298
1_1045.mat,0.378189
1_1046.mat,0.245765
1_1047.mat,0.676179
1_1048.mat,0.261294
1_1049.mat,0.961486
1_1050.mat,0.427772
1_1051.mat,0.567792
1_1052.mat,0.613038
1_1053.mat,0.806993
1_1054.mat,0.880783
1_1055.mat,0.159978
1_1056.mat,0.089177
1_1057.mat,0.313135
1_1058.mat,0.607353
1_1059.mat,0.378738
1_1060.mat,0.057013
1_1061.mat,0.994016
1_1062.mat,0.666958
1_1063.mat,0.617150
1_1064.mat,0.147886
1_1065.mat,0.028996
1_1066.mat,0.572470
1_1067.mat,0.029982
1_1068.mat,0.711534
1_1069.mat,0.214038
1_1070.mat,0.958593
1_1071.mat,0.181891
1_1072.mat,0.798457
1_1073.mat,0.040043
1_1074.mat,0.309159
1_1075.mat,0.967092
1_1076.mat,0.266990
1_1077.mat,0.121876
1_1078.mat,0.607378
1_1079.mat,0.645352
1_1080.mat,0.897329
1_1081.mat,0.053178
1_1082.mat,0.759513
1_1083.mat,0.858904
1_1084.mat,0.481723
1_1085.mat,0.075096
1_1086.mat,0.090721
1_1087.mat,0.200216
1_1088.mat,0.778287
1_1089.mat,0.407280
1_1090.mat,0.147968
1_1091.mat,0.732915
1_1092.mat,0.149892
1_1093.mat,0.838430
1_1094.mat,0.545367
1_1095.mat,0.961168
1_1096.mat,0.075495
1_1097.mat,0.933833
1_1098.mat,0.359424
1_1099.mat,0.066930
1_1100.mat,0.420617
1_1101.mat,0.596441
1_1102.mat,0.347088
1_1103.mat,0.217627
1_1104.mat,0.037841
1_1105.mat,0.153425
1_1106.mat,0.373382
1_1107.mat,0.876815
1_1108.mat,0.441148
1_1109.mat,0.637770
1_1110.mat,0.837196
1_1111.mat,0.766317
1_1112.mat,0.125584
1_1113.mat,0.092661
1_1114.mat,0.660318
1_1115.mat,0.377670
1_1116.mat,0.107792
1_1117.mat,0.623811
1_1118.mat,0.621601
1_1119.mat,0.911627
1_1120.mat,0.485346
1_1121.mat,0.576741
1_1122.mat,0.982101
1_1123.mat,0.518568
1_1124.mat,0.348702
1_1125.mat,0.982874
1_1126.mat,0.992010
1_1127.mat,0.896157
1_1128.mat,0.741580
1_1129.mat,0.664737
1_1130.mat,0.435916
1_1131.mat,0.399632
1_1132.mat,0.217891
1_1133.mat,0.881630
1_1134.mat,0.942070
1_1135.mat,0.948955
1_1136.mat,0.106443
1_1137.mat,0.057975
1_1138.mat,0.163724
1_1139.mat,0.527474
1_1140.mat,0.010146
1_1141.mat,0.091680
1_1142.mat,0.607435
1_1143.mat,0.056085
1_1144.mat,0.658100
1_1145.mat,0.575820
1_1146.mat,0.073835
1_1147.mat,0.241569
1_1148.mat,0.351195
1_1149.mat,0.126739
1_1150.mat,0.445680
1_1151.mat,0.017612
1_1152.mat,0.681708
1_1153.mat,0.880833
