File,Class
1_1125.mat,0.982874
1_1126.mat,0.992010
1_1127.mat,0.896157
1_1128.mat,0.741580
1_1129.mat,0.664737
1_113.mat,0.733363
1_1130.mat,0.435916
1_1131.mat,0.399632
1_1132.mat,0.217891
1_1133.mat,0.881630
1_1134.mat,0.942070
1_1135.mat,0.948955
1_1136.mat,0.106443
1_1137.mat,0.057975
1_1138.mat,0.163724
1_1139.mat,0.527474
1_114.mat,0.069748
1_1140.mat,0.010146
1_1141.mat,0.091680
1_1142.mat,0.607435
1_1143.mat,0.056085
1_1144.mat,0.658100
1_1145.mat,0.575820
1_1146.mat,0.073835
1_1147.mat,0.241569
1_1148.mat,0.351195
1_1149.mat,0.126739
1_115.mat,0.739409
1_1150.mat,0.445680
1_1151.mat,0.017612
1_1152.mat,0.681708
1_1153.mat,0.880833
1_1154.mat,0.139821
1_1155.mat,0.810854
1_1156.mat,0.252860
1_1157.mat,0.024386
1_1158.mat,0.530724
1_1159.mat,0.934855
1_116.mat,0.769329
1_1160.mat,0.404752
1_1161.mat,0.717811
1_1162.mat,0.481323
1_1163.mat,0.441176
1_1164.mat,0.942361
1_1165.mat,0.578778
1_1166.mat,0.783610
1_1167.mat,0.714807
1_1168.mat,0.142166
1_1169.mat,0.692919
1_117.mat,0.393649
1_1170.mat,0.127768
1_1171.mat,0.640904
1_1172.mat,0.497508
1_1173.mat,0.063973
1_1174.mat,0.523537
1_1175.mat,0.314540
1_1176.mat,0.854892
1_1177.mat,0.009015
1_1178.mat,0.202585
1_1179.mat,0.880604
1_118.mat,0.218050
1_1180.mat,0.317690
1_1181.mat,0.343964
1_1182.mat,0.800077
1_1183.mat,0.571084
1_1184.mat,0.813238
1_1185.mat,0.086180
1_1186.mat,0.192137
1_1187.mat,0.629502
1_1188.mat,0.063863
1_1189.mat,0.742962
1_119.mat,0.603397
1_1190.mat,0.798444
1_1191.mat,0.160595
1_1192.mat,0.737931
1_1193.mat,0.757040
1_1194.mat,0.881311
1_1195.mat,0.429242
1_1196.mat,0.187483
1_1197.mat,0.303032
1_1198.mat,0.320757
1_1199.mat,0.442007
1_12.mat,0.361885
1_120.mat,0.625600
1_1200.mat,0.938827
1_1201.mat,0.286904
1_1202.mat,0.244599
1_1203.mat,0.920854
1_1204.mat,0.926217
1_1205.mat,0.309941
1_1206.mat,0.076475
1_1207.mat,0.780878
1_1208.mat,0.130745
1_1209.mat,0.461482
1_121.mat,0.440169
1_1210.mat,0.605002
1_1211.mat,0.127021
1_1212.mat,0.599044
1_1213.mat,0.132126
1_1214.mat,0.115337
1_1215.mat,0.441073
1_1216.mat,0.271099
1_1217.mat,0.944107
1_1218.mat,0.516643
1_1219.mat,0.445292
1_122.mat,0.308588
1_1220.mat,0.469598
1_1221.mat,0.779443
1_1222.mat,0.168813
1_1223.mat,0.022451
1_1224.mat,0.708729
1_1225.mat,0.605150
1_1226.mat,0.413680
1_1227.mat,0.914770
1_1228.mat,0.477181
1_1229.mat,0.916222
1_123.mat,0.496907
1_1230.mat,0.927553
1_1231.mat,0.703651
1_1232.mat,0.694642
1_1233.mat,0.004594
1_1234.mat,0.540219
1_1235.mat,0.412970
1_1236.mat,0.628130
1_1237.mat,0.543536
1_1238.mat,0.215998
1_1239.mat,0.552105
1_124.mat,0.862749
1_1240.mat,0.004939
1_1241.mat,0.125084
1_1242.mat,0.775071
1_1243.mat,0.020386
1_1244.mat,0.142633
1_1245.mat,0.320411
1_1246.mat,0.904750
1_1247.mat,0.614156
1_1248.mat,0.015898
1_1249.mat,0.311394
1_125.mat,0.192772
1_1250.mat,0.275468
1_1251.mat,0.026710
1_1252.mat,0.830640
1_1253.mat,0.764278
1_1254.mat,0.721157
1_1255.mat,0.822717
1_1256.mat,0.764544
1_1257.mat,0.120567
1_1258.mat,0.384332
1_1259.mat,0.027923
1_126.mat,0.001304
1_1260.mat,0.006998
1_1261.mat,0.167784
1_1262.mat,0.150436
1_1263.mat,0.515494
1_1264.mat,0.418883
1_1265.mat,0.593813
1_1266.mat,0.276981
1_1267.mat,0.592827
1_1268.mat,0.585140
1_1269.mat,0.121590
1_127.mat,0.078594
1_1270.mat,0.032066
1_1271.mat,0.168168
1_1272.mat,0.524171
1_1273.mat,0.841369
1_1274.mat,0.306412
1_1275.mat,0.191161
1_1276.mat,0.065119
1_1277.mat,0.946010
1_1278.mat,0.244766
1_1279.mat,0.625404
1_128.mat,0.206674
1_1280.mat,0.241743
1_1281.mat,0.743413
1_1282.mat,0.156004
1_1283.mat,0.823172
1_1284.mat,0.093985
1_1285.mat,0.979798
1_1286.mat,0.653221
1_1287.mat,0.284114
1_1288.mat,0.867233
1_1289.mat,0.030140
1_129.mat,0.760938
1_1290.mat,0.896177
1_1291.mat,0.618875
1_1292.mat,0.720746
1_1293.mat,0.463850
1_1294.mat,0.758886
1_1295.mat,0.007142
1_1296.mat,0.193486
1_1297.mat,0.091452
1_1298.mat,0.167933
1_1299.mat,0.942248
1_13.mat,0.849432
1_130.mat,0.137283
1_1300.mat,0.660725
1_1301.mat,0.038490
1_1302.mat,0.148163
1_1303.mat,0.184764
1_1304.mat,0.645362
1_1305.mat,0.856553
1_1306.mat,0.853376
1_1307.mat,0.494038
1_1308.mat,0.780877
1_1309.mat,0.274654
1_131.mat,0.967380
1_1310.mat,0.990529
1_1311.mat,0.084449
1_1312.mat,0.329793
1_1313.mat,0.268299
1_1314.mat,0.215923
1_1315.mat,0.767022
1_1316.mat,0.365054
1_1317.mat,0.154017
1_1318.mat,0.165022
1_1319.mat,0.893364
1_132.mat,0.945790
1_1320.mat,0.517467
1_1321.mat,0.018373
1_1322.mat,0.419306
1_1323.mat,0.122085
1_1324.mat,0.951848
1_1325.mat,0.270180
1_1326.mat,0.893653
1_1327.mat,0.895192
1_1328.mat,0.775532
1_1329.mat,0.908821
1_133.mat,0.016680
1_1330.mat,0.959289
1_1331.mat,0.075253
1_1332.mat,0.285133
1_1333.mat,0.488117
1_1334.mat,0.970572
1_1335.mat,0.568113
1_1336.mat,0.273970
1_1337.mat,0.129083
1_1338.mat,0.155192
1_1339.mat,0.268812
1_134.mat,0.433889
1_1340.mat,0.395903
1_1341.mat,0.425246
1_1342.mat,0.614389
1_1343.mat,0.446805
1_1344.mat,0.012023
1_1345.mat,0.034271
1_1346.mat,0.398770
1_1347.mat,0.979450
1_1348.mat,0.542769
1_1349.mat,0.912387
1_135.mat,0.324159
1_1350.mat,0.290517
1_1351.mat,0.878974
1_1352.mat,0.779144
1_1353.mat,0.394412
1_1354.mat,0.882326
1_1355.mat,0.425668
1_1356.mat,0.466378
1_1357.mat,0.424931
1_1358.mat,0.455210
1_1359.mat,0.695425
1_136.mat,0.095578
1_1360.mat,0.733460
1_1361.mat,0.130018
1_1362.mat,0.496529
1_1363.mat,0.259658
1_1364.mat,0.591667
1_1365.mat,0.227618
1_1366.mat,0.955118
1_1367.mat,0.063010
1_1368.mat,0.183247
1_1369.mat,0.624242
1_137.mat,0.291406
1_1370.mat,0.137187
1_1371.mat,0.188933
1_1372.mat,0.956617
1_1373.mat,0.296613
1_1374.mat,0.237203
1_1375.mat,0.660158
1_1376.mat,0.004296
1_1377.mat,0.078168
1_1378.mat,0.309584
1_1379.mat,0.223971
1_138.mat,0.695289
1_1380.mat,0.700232
1_1381.mat,0.851815
1_1382.mat,0.559060
1_1383.mat,0.570332
1_1384.mat,0.530920
1_1385.mat,0.858886
1_1386.mat,0.446346
1_1387.mat,0.383381
1_1388.mat,0.595359
1_1389.mat,0.305040
1_139.mat,0.101108
1_1390.mat,0.371939
1_1391.mat,0.222155
1_1392.mat,0.643227
1_1393.mat,0.776656
1_1394.mat,0.430034
1_1395.mat,0.621062
1_1396.mat,0.279075
1_1397.mat,0.478048
1_1398.mat,0.314742
1_1399.mat,0.827170
1_14.mat,0.743161
1_140.mat,0.144311
1_1400.mat,0.068265
1_1401.mat,0.532137
1_1402.mat,0.743955
1_1403.mat,0.835734
1_1404.mat,0.720663
1_1405.mat,0.887623
1_1406.mat,0.162853
1_1407.mat,0.201240
1_1408.mat,0.881962
1_1409.mat,0.461959
1_141.mat,0.187050
1_1410.mat,0.724882
1_1411.mat,0.883553
1_1412.mat,0.798011
1_1413.mat,0.842972
1_1414.mat,0.538046
1_1415.mat,0.209589
1_1416.mat,0.530445
1_1417.mat,0.843302
1_1418.mat,0.215340
1_1419.mat,0.716726
1_142.mat,0.862668
1_1420.mat,0.471264
1_1421.mat,0.460504
1_1422.mat,0.942528
1_1423.mat,0.628343
1_1424.mat,0.806387
1_1425.mat,0.401540
1_1426.mat,0.321394
1_1427.mat,0.378806
1_1428.mat,0.718969
1_1429.mat,0.193064
1_143.mat,0.489987
1_1430.mat,0.120771
1_1431.mat,0.139920
1_1432.mat,0.947195
1_1433.mat,0.630943
1_1434.mat,0.438656
1_1435.mat,0.707762
1_1436.mat,0.529646
1_1437.mat,0.652427
1_1438.mat,0.778184
1_1439.mat,0.618018
1_144.mat,0.502087
1_1440.mat,0.485372
1_1441.mat,0.110150
1_1442.mat,0.916550
1_1443.mat,0.432619
1_1444.mat,0.426998
1_1445.mat,0.029286
1_1446.mat,0.510426
1_1447.mat,0.963703
1_1448.mat,0.275350
1_1449.mat,0.743411
1_145.mat,0.116803
1_1450.mat,0.769331
1_1451.mat,0.765719
1_1452.mat,0.540766
1_1453.mat,0.169318
1_1454.mat,0.930120
1_1455.mat,0.208209
1_1456.mat,0.019761
1_1457.mat,0.601611
1_1458.mat,0.607371
1_1459.mat,0.468855
1_146.mat,0.596314
1_1460.mat,0.723459
1_1461.mat,0.408111
1_1462.mat,0.597614
1_1463.mat,0.425710
1_1464.mat,0.121842
1_1465.mat,0.349953
1_1466.mat,0.546746
1_1467.mat,0.127099
1_1468.mat,0.081497
1_1469.mat,0.289457
1_147.mat,0.676816
1_1470.mat,0.457042
1_1471.mat,0.499215
1_1472.mat,0.058478
1_1473.mat,0.073606
1_1474.mat,0.337877
1_1475.mat,0.336071
1_1476.mat,0.984960
1_1477.mat,0.751664
1_1478.mat,0.646531
1_1479.mat,0.882865
1_148.mat,0.511890
1_1480.mat,0.376203
1_1481.mat,0.883762
1_1482.mat,0.245762
1_1483.mat,0.164003
1_1484.mat,0.658604
1_1485.mat,0.255618
1_1486.mat,0.157603
1_1487.mat,0.276606
1_1488.mat,0.298709
1_1489.mat,0.005904
1_149.mat,0.228652
1_1490.mat,0.670118
1_1491.mat,0.981666
1_1492.mat,0.256149
1_1493.mat,0.619173
1_1494.mat,0.971829
1_1495.mat,0.492171
1_1496.mat,0.301027
1_1497.mat,0.597097
1_1498.mat,0.543383
1_1499.mat,0.129771
1_15.mat,0.552219
1_150.mat,0.149064
1_1500.mat,0.258549
1_1501.mat,0.528712
1_1502.mat,0.813377
1_1503.mat,0.718534
1_1504.mat,0.500819
1_1505.mat,0.893981
1_1506.mat,0.950717
1_1507.mat,0.462355
1_1508.mat,0.287597
1_1509.mat,0.926367
1_151.mat,0.496328
1_1510.mat,0.877330
1_1511.mat,0.213238
1_1512.mat,0.114401
1_1513.mat,0.124316
1_1514.mat,0.574103
1_1515.mat,0.466372
1_1516.mat,0.374039
1_1517.mat,0.754615
1_1518.mat,0.455602
1_1519.mat,0.706028
1_152.mat,0.929508
1_1520.mat,0.820466
1_1521.mat,0.039848
1_1522.mat,0.966189
1_1523.mat,0.887968
1_1524.mat,0.638774
1_1525.mat,0.010954
1_1526.mat,0.977259
1_1527.mat,0.385528
1_1528.mat,0.399659
1_1529.mat,0.510288
1_153.mat,0.551630
1_1530.mat,0.958893
1_1531.mat,0.855401
1_1532.mat,0.476705
1_1533.mat,0.877816
1_1534.mat,0.389878
1_1535.mat,0.049163
1_1536.mat,0.307435
1_1537.mat,0.320210
1_1538.mat,0.461296
1_1539.mat,0.488134
1_154.mat,0.706741
1_1540.mat,0.367297
1_1541.mat,0.941439
1_1542.mat,0.268188
1_1543.mat,0.745396
1_1544.mat,0.909073
1_1545.mat,0.584553
1_1546.mat,0.906503
1_1547.mat,0.056683
1_1548.mat,0.556736
1_1549.mat,0.002961
1_155.mat,0.153156
1_1550.mat,0.407491
1_1551.mat,0.233446
1_1552.mat,0.535314
1_1553.mat,0.311606
1_1554.mat,0.708634
1_1555.mat,0.587061
1_1556.mat,0.239191
1_1557.mat,0.064059
1_1558.mat,0.003369
1_1559.mat,0.189073
1_156.mat,0.491204
1_1560.mat,0.616469
1_1561.mat,0.122776
1_1562.mat,0.133032
1_1563.mat,0.314181
1_1564.mat,0.087855
1_1565.mat,0.408793
1_1566.mat,0.282319
1_1567.mat,0.630590
1_1568.mat,0.219755
1_1569.mat,0.654254
1_157.mat,0.193468
1_1570.mat,0.094600
1_1571.mat,0.918360
1_1572.mat,0.558240
1_1573.mat,0.417641
1_1574.mat,0.110447
1_1575.mat,0.552744
1_1576.mat,0.111281
1_1577.mat,0.236022
1_1578.mat,0.138654
1_1579.mat,0.328240
1_158.mat,0.346442
1_1580.mat,0.928757
1_1581.mat,0.888317
1_1582.mat,0.790044
1_1583.mat,0.074470
1_1584.mat,0.419797
1_159.mat,0.396724
1_16.mat,0.412931
1_160.mat,0.973954
1_161.mat,0.237895
1_162.mat,0.108576
1_163.mat,0.800029
1_164.mat,0.044813
1_165.mat,0.959956
1_166.mat,0.801644
1_167.mat,0.960596
1_168.mat,0.765749
1_169.mat,0.608232
1_17.mat,0.989042
1_170.mat,0.562556
1_171.mat,0.495888
1_172.mat,0.253041
1_173.mat,0.195961
1_174.mat,0.492735
1_175.mat,0.710884
1_176.mat,0.987619
1_177.mat,0.334620
1_178.mat,0.220165
1_179.mat,0.345280
1_18.mat,0.091606
1_180.mat,0.631601
1_181.mat,0.378188
1_182.mat,0.887363
1_183.mat,0.426527
1_184.mat,0.890774
1_185.mat,0.224230
1_186.mat,0.796930
1_187.mat,0.858281
1_188.mat,0.427096
1_189.mat,0.588860
1_19.mat,0.091699
1_190.mat,0.250583
1_191.mat,0.593771
1_192.mat,0.520579
1_193.mat,0.914054
1_194.mat,0.663293
1_195.mat,0.499653
1_196.mat,0.634803
1_197.mat,0.086360
1_198.mat,0.040807
1_199.mat,0.751564
1_2.mat,0.323757
1_20.mat,0.066491
1_200.mat,0.923257
1_201.mat,0.054361
1_202.mat,0.067943
1_203.mat,0.573534
1_204.mat,0.439199
1_205.mat,0.027369
1_206.mat,0.049699
1_207.mat,0.238553
1_208.mat,0.127301
1_209.mat,0.630329
1_21.mat,0.476414
1_210.mat,0.109997
1_211.mat,0.435432
1_212.mat,0.901879
1_213.mat,0.565834
1_214.mat,0.730644
1_215.mat,0.980960
1_216.mat,0.588209
1_217.mat,0.503161
1_218.mat,0.531594
1_219.mat,0.606287
1_22.mat,0.764317
1_220.mat,0.600624
1_221.mat,0.722586
1_222.mat,0.435215
1_223.mat,0.646525
1_224.mat,0.176695
1_225.mat,0.876476
1_226.mat,0.251690
1_227.mat,0.356484
1_228.mat,0.303346
1_229.mat,0.967760
1_23.mat,0.192292
1_230.mat,0.097864
1_231.mat,0.693790
1_232.mat,0.096024
1_233.mat,0.199386
1_234.mat,0.607055
1_235.mat,0.709711
1_236.mat,0.890528
1_237.mat,0.602642
1_238.mat,0.862453
1_239.mat,0.675957
1_24.mat,0.784999
1_240.mat,0.536648
1_241.mat,0.004447
1_242.mat,0.198611
1_243.mat,0.438725
1_244.mat,0.558291
1_245.mat,0.385129
1_246.mat,0.646859
1_247.mat,0.585674
1_248.mat,0.766331
1_249.mat,0.174635
1_25.mat,0.503115
1_250.mat,0.382675
1_251.mat,0.977198
1_252.mat,0.936084
1_253.mat,0.892737
1_254.mat,0.443530
1_255.mat,0.751527
1_256.mat,0.909403
1_257.mat,0.373318
1_258.mat,0.116291
1_259.mat,0.525121
1_26.mat,0.341125
1_260.mat,0.849403
1_261.mat,0.186232
1_262.mat,0.208745
1_263.mat,0.530431
1_264.mat,0.084285
1_265.mat,0.240770
1_266.mat,0.634553
1_267.mat,0.111076
1_268.mat,0.607345
1_269.mat,0.889758
1_27.mat,0.490686
1_270.mat,0.313508
1_271.mat,0.762140
1_272.mat,0.954526
1_273.mat,0.645884
1_274.mat,0.485320
1_275.mat,0.438182
1_276.mat,0.186382
1_277.mat,0.443134
1_278.mat,0.488120
1_279.mat,0.861131
1_28.mat,0.716456
1_280.mat,0.620333
1_281.mat,0.089774
1_282.mat,0.111761
1_283.mat,0.575589
1_284.mat,0.461657
1_285.mat,0.545449
1_286.mat,0.038012
1_287.mat,0.579286
1_288.mat,0.628978
1_289.mat,0.481927
1_29.mat,0.160527
1_290.mat,0.754379
1_291.mat,0.793496
1_292.mat,0.291369
1_293.mat,0.507608
1_294.mat,0.237992
1_295.mat,0.192685
1_296.mat,0.808697
1_297.mat,0.066673
1_298.mat,0.195862
1_299.mat,0.974782
1_3.mat,0.575090
1_30.mat,0.583214
1_300.mat,0.950022
1_301.mat,0.100039
1_302.mat,0.878734
1_303.mat,0.891451
1_304.mat,0.214037
1_305.mat,0.166952
1_306.mat,0.646125
1_307.mat,0.180344
1_308.mat,0.116550
1_309.mat,0.365334
1_31.mat,0.402375
1_310.mat,0.089810
1_311.mat,0.683768
1_312.mat,0.546894
1_313.mat,0.985959
1_314.mat,0.212750
1_315.mat,0.918991
1_316.mat,0.665162
1_317.mat,0.743478
1_318.mat,0.378457
1_319.mat,0.474768
1_32.mat,0.106262
1_320.mat,0.883784
1_321.mat,0.445103
1_322.mat,0.668228
1_323.mat,0.728216
1_324.mat,0.285643
1_325.mat,0.593687
1_326.mat,0.370530
1_327.mat,0.795638
1_328.mat,0.073534
1_329.mat,0.992738
1_33.mat,0.776029
1_330.mat,0.007370
1_331.mat,0.888948
1_332.mat,0.864125
1_333.mat,0.697594
1_334.mat,0.884992
1_335.mat,0.465645
1_336.mat,0.371558
1_337.mat,0.083022
1_338.mat,0.997219
1_339.mat,0.869830
1_34.mat,0.000070
1_340.mat,0.679977
1_341.mat,0.654880
1_342.mat,0.411813
1_343.mat,0.476368
1_344.mat,0.388271
1_345.mat,0.452057
1_346.mat,0.026760
1_347.mat,0.425286
1_348.mat,0.105805
1_349.mat,0.043111
1_35.mat,0.556122
1_350.mat,0.611287
1_351.mat,0.738832
1_352.mat,0.256919
1_353.mat,0.726259
1_354.mat,0.713253
1_355.mat,0.503765
1_356.mat,0.892770
1_357.mat,0.779385
1_358.mat,0.494860
1_359.mat,0.761507
1_36.mat,0.667045
1_360.mat,0.978112
1_361.mat,0.117071
1_362.mat,0.869323
1_363.mat,0.567855
1_364.mat,0.120151
1_365.mat,0.970329
1_366.mat,0.839967
1_367.mat,0.062317
1_368.mat,0.278073
1_369.mat,0.409630
1_37.mat,0.626809
1_370.mat,0.919103
1_371.mat,0.415152
1_372.mat,0.711500
1_373.mat,0.970875
1_374.mat,0.435472
1_375.mat,0.635382
1_376.mat,0.901555
1_377.mat,0.871584
1_378.mat,0.142716
1_379.mat,0.200598
1_38.mat,0.620928
1_380.mat,0.775029
1_381.mat,0.246811
1_382.mat,0.369452
1_383.mat,0.341097
1_384.mat,0.456390
1_385.mat,0.170824
1_386.mat,0.745606
1_387.mat,0.097978
1_388.mat,0.890269
1_389.mat,0.082094
1_39.mat,0.781523
1_390.mat,0.848678
1_391.mat,0.450877
1_392.mat,0.605325
1_393.mat,0.354470
1_394.mat,0.759095
1_395.mat,0.589441
1_396.mat,0.611570
1_397.mat,0.843171
1_398.mat,0.456988
1_399.mat,0.882790
1_4.mat,0.493573
1_40.mat,0.622851
1_400.mat,0.562165
1_401.mat,0.721661
1_402.mat,0.546770
1_403.mat,0.784441
1_404.mat,0.446353
1_405.mat,0.911908
1_406.mat,0.086587
1_407.mat,0.998937
1_408.mat,0.727581
1_409.mat,0.558407
1_41.mat,0.142824
1_410.mat,0.837637
1_411.mat,0.725247
1_412.mat,0.417380
1_413.mat,0.273171
1_414.mat,0.314708
1_415.mat,0.581696
1_416.mat,0.689358
1_417.mat,0.863868
1_418.mat,0.210859
1_419.mat,0.506752
1_42.mat,0.425050
1_420.mat,0.239700
1_421.mat,0.757523
1_422.mat,0.791912
1_423.mat,0.385880
1_424.mat,0.318054
1_425.mat,0.480925
1_426.mat,0.278506
1_427.mat,0.158036
1_428.mat,0.395408
1_429.mat,0.285456
1_43.mat,0.243051
1_430.mat,0.642520
1_431.mat,0.956924
1_432.mat,0.186336
1_433.mat,0.909517
1_434.mat,0.568740
1_435.mat,0.193516
1_436.mat,0.704238
1_437.mat,0.651579
1_438.mat,0.331897
1_439.mat,0.521569
1_44.mat,0.024763
1_440.mat,0.022273
1_441.mat,0.798524
1_442.mat,0.107812
1_443.mat,0.688807
1_444.mat,0.775026
1_445.mat,0.791494
1_446.mat,0.709469
1_447.mat,0.946538
1_448.mat,0.298020
1_449.mat,0.995821
1_45.mat,0.554447
1_450.mat,0.656088
1_451.mat,0.945349
1_452.mat,0.224637
1_453.mat,0.981518
1_454.mat,0.170622
1_455.mat,0.941060
1_456.mat,0.956960
1_457.mat,0.175015
1_458.mat,0.054310
1_459.mat,0.268208
1_46.mat,0.546010
1_460.mat,0.775186
1_461.mat,0.603759
1_462.mat,0.316096
1_463.mat,0.433353
1_464.mat,0.842779
1_465.mat,0.626133
1_466.mat,0.272548
1_467.mat,0.514534
1_468.mat,0.888401
1_469.mat,0.174296
1_47.mat,0.820068
1_470.mat,0.181192
1_471.mat,0.097264
1_472.mat,0.031315
1_473.mat,0.010176
1_474.mat,0.967447
1_475.mat,0.888038
1_476.mat,0.049685
1_477.mat,0.670207
1_478.mat,0.976621
1_479.mat,0.220266
1_48.mat,0.084059
1_480.mat,0.358865
1_481.mat,0.733183
1_482.mat,0.602144
1_483.mat,0.451371
1_484.mat,0.912804
1_485.mat,0.003177
1_486.mat,0.510080
1_487.mat,0.144461
1_488.mat,0.504650
1_489.mat,0.568215
1_49.mat,0.642170
1_490.mat,0.206934
1_491.mat,0.340187
1_492.mat,0.327474
1_493.mat,0.614965
1_494.mat,0.591190
1_495.mat,0.687924
1_496.mat,0.166438
1_497.mat,0.652227
1_498.mat,0.768638
1_499.mat,0.395766
1_5.mat,0.396264
1_50.mat,0.692120
1_500.mat,0.237673
1_501.mat,0.948883
1_502.mat,0.135752
1_503.mat,0.511515
1_504.mat,0.041431
1_505.mat,0.312410
1_506.mat,0.321770
1_507.mat,0.948322
1_508.mat,0.207341
1_509.mat,0.489343
1_51.mat,0.444675
1_510.mat,0.820848
1_511.mat,0.017480
1_512.mat,0.788515
1_513.mat,0.540790
1_514.mat,0.045476
1_515.mat,0.513850
1_516.mat,0.445624
1_517.mat,0.491365
1_518.mat,0.659889
1_519.mat,0.505370
1_52.mat,0.741860
1_520.mat,0.943850
1_521.mat,0.799325
1_522.mat,0.437726
1_523.mat,0.090313
1_524.mat,0.933568
1_525.mat,0.378376
1_526.mat,0.758922
1_527.mat,0.803793
1_528.mat,0.804236
1_529.mat,0.595794
1_53.mat,0.324987
1_530.mat,0.748348
1_531.mat,0.476472
1_532.mat,0.515591
1_533.mat,0.480095
1_534.mat,0.424017
1_535.mat,0.176018
1_536.mat,0.280557
1_537.mat,0.877671
1_538.mat,0.873855
1_539.mat,0.489587
1_54.mat,0.606282
1_540.mat,0.717687
1_541.mat,0.140023
1_542.mat,0.583054
1_543.mat,0.195000
1_544.mat,0.063338
1_545.mat,0.063902
1_546.mat,0.939866
1_547.mat,0.520184
1_548.mat,0.150116
1_549.mat,0.646592
1_55.mat,0.583782
1_550.mat,0.312334
1_551.mat,0.672144
1_552.mat,0.397056
1_553.mat,0.219516
1_554.mat,0.240821
1_555.mat,0.386376
1_556.mat,0.033501
1_557.mat,0.346723
1_558.mat,0.552042
1_559.mat,0.558440
1_56.mat,0.066815
1_560.mat,0.581940
1_561.mat,0.475858
1_562.mat,0.661935
1_563.mat,0.786098
1_564.mat,0.190028
1_565.mat,0.961509
1_566.mat,0.535061
1_567.mat,0.914518
1_568.mat,0.645664
1_569.mat,0.153469
1_57.mat,0.052182
1_570.mat,0.015051
1_571.mat,0.196363
1_572.mat,0.527712
1_573.mat,0.147672
1_574.mat,0.073134
1_575.mat,0.554839
1_576.mat,0.981283
1_577.mat,0.162861
1_578.mat,0.156598
